,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
27990,Female,Premium,64.0,102.18,New,Home/Kitchen,4,5,3,4,5,4,5,5,3,0,0,0
27991,Male,Premium,18.0,59.71,New,Sport,2,2,5,5,2,2,1,4,5,0,0,1
27992,Female,Premium,33.0,14.07,New,Other,0,4,2,2,5,5,5,2,2,0,0,1
27993,Male,Premium,22.0,23.22,New,Entertainment,3,3,4,4,4,2,5,1,4,0,0,1
27994,Female,Not Premium,42.0,4.31,New,Entertainment,3,3,5,3,3,4,4,3,5,0,0,0
27995,Female,Premium,53.0,150.62,New,Other,3,3,5,5,4,5,4,5,5,0,0,1
27996,Female,Premium,69.0,22.4,New,Sport,4,4,4,4,2,5,5,5,4,0,0,0
27997,Female,Not Premium,31.667574931880107,107.84,New,Technology,4,3,4,1,1,4,2,4,4,0,0,0
27998,Female,Premium,26.0,217.1,New,Technology,5,5,3,2,2,1,2,3,3,0,0,1
27999,Male,Premium,59.0,116.24,New,Home/Kitchen,4,4,3,4,4,4,4,4,4,1,1,1
28000,Male,Not Premium,24.0,56.79,New,Entertainment,5,2,3,5,2,5,2,5,3,0,0,0
28001,Male,Not Premium,25.0,67.7,New,Technology,5,4,2,3,2,5,3,5,2,0,0,0
28002,Male,Premium,43.923419078242226,16.2,New,Technology,5,4,3,5,3,5,3,5,3,0,0,0
28003,Male,Premium,36.0,131.81,New,Entertainment,5,5,2,4,4,4,1,4,2,0,0,0
28004,Male,Premium,27.0,111.18,New,Technology,4,3,5,3,4,4,3,4,5,0,0,0
28005,Female,Premium,26.0,47.77,New,Entertainment,3,2,4,2,5,2,3,3,4,0,0,0
28006,Female,Not Premium,44.0,19.0,New,Entertainment,5,2,3,3,3,4,4,5,3,0,0,1
28007,Male,Premium,43.923419078242226,38.69,New,Sport,4,4,4,2,2,2,3,2,4,0,0,1
28008,Male,Premium,47.0,47.23,New,Sport,2,2,5,1,1,1,3,1,4,0,0,0
28009,Male,Premium,43.923419078242226,88.25,New,Sport,5,1,1,3,3,5,4,5,1,0,0,0
28010,Female,Premium,58.0,15.49,New,Technology,4,4,4,5,5,5,4,5,4,0,0,1
28011,Male,Not Premium,33.0,15.02,New,Technology,4,3,5,1,4,3,3,4,5,0,0,0
28012,Female,Premium,55.0,241.91,New,Entertainment,4,4,4,4,5,4,4,4,4,0,0,1
28013,Male,Premium,44.0,47.71,New,Technology,5,5,1,3,3,3,2,3,3,0,0,0
28014,Female,Premium,59.0,87.64,New,Technology,4,2,2,1,4,1,5,1,3,0,0,0
28015,Male,Premium,22.0,129.46,New,Sport,1,1,3,4,3,2,3,3,3,0,0,0
28016,Male,Premium,32.0,135.65,New,Sport,3,3,2,3,1,3,3,4,2,0,0,0
28017,Female,Premium,43.9097214811653,186.91,New,Technology,5,5,4,3,4,5,3,4,4,0,0,1
28018,Male,Not Premium,43.0,72.24,New,Entertainment,1,4,1,3,1,4,3,3,1,0,0,0
28019,Male,Premium,19.0,42.53,New,Technology,4,1,3,3,3,4,3,4,3,0,0,0
28020,Female,Premium,35.0,92.67,New,Home/Kitchen,3,3,1,4,5,4,4,4,1,0,0,1
28021,Female,Premium,51.0,333.42,New,Home/Kitchen,1,4,2,4,4,4,4,4,5,0,0,1
28022,Male,Not Premium,24.0,138.5,New,Home/Kitchen,0,3,4,3,4,5,4,3,4,1,1,1
28023,Male,Premium,19.0,92.19,New,Technology,4,3,3,3,4,3,4,5,3,0,0,0
28024,Male,Premium,35.0,168.44,New,Entertainment,5,5,4,5,5,5,4,5,1,0,0,1
28025,Male,Premium,32.0,380.59,New,Home/Kitchen,2,4,4,4,3,4,4,4,4,0,0,1
28026,Female,Not Premium,20.0,14.56,New,Sport,5,3,3,3,5,5,3,4,3,0,0,1
28027,Male,Premium,38.0,155.71,New,Technology,1,4,3,1,1,3,2,4,3,0,0,0
28028,Female,Premium,47.0,39.85,New,Technology,5,4,4,5,3,4,2,3,4,0,0,0
28029,Male,Premium,43.923419078242226,36.09,New,Entertainment,1,4,4,4,2,3,1,4,4,0,0,0
28030,Male,Premium,46.0,35.25,New,Entertainment,2,2,2,5,5,5,4,5,5,0,0,1
28031,Male,Not Premium,30.0,91.66,New,Entertainment,3,3,4,4,3,3,1,3,4,0,0,0
28032,Male,Premium,18.0,28.2,New,Entertainment,2,2,3,5,4,5,5,4,3,0,0,0
28033,Female,Premium,56.0,33.11,New,Other,3,3,5,1,3,4,2,3,5,1,1,0
28034,Female,Premium,29.0,50.87,New,Sport,3,4,2,2,4,3,4,4,2,0,0,0
28035,Female,Premium,43.9097214811653,64.56,New,Home/Kitchen,3,3,1,3,2,3,3,3,1,0,0,0
28036,Female,Premium,36.0,71.22,New,Sport,4,3,3,5,1,4,1,1,3,1,1,0
28037,Male,Premium,65.0,65.4,New,Technology,3,5,1,3,4,3,2,3,4,0,0,0
28038,Male,Premium,41.0,6.25,New,Sport,5,4,5,4,4,5,3,5,5,0,0,0
28039,Female,Not Premium,25.0,33.13,New,Technology,4,4,1,5,2,4,3,2,1,0,0,1
28040,Male,Premium,48.0,27.58,New,Technology,4,3,5,1,2,1,5,1,4,0,0,0
28041,Female,Premium,47.0,182.34,New,Technology,1,1,3,4,5,4,5,4,3,0,0,1
28042,Female,Premium,30.0,269.63,Used,Technology,1,1,5,5,1,5,2,3,5,0,0,1
28043,Male,Not Premium,48.0,66.56,New,Entertainment,2,5,2,2,3,4,2,5,2,0,0,0
28044,Female,Premium,67.0,86.7,New,Entertainment,5,2,4,5,4,5,5,5,4,0,0,0
28045,Female,Premium,64.0,85.59,New,Technology,4,2,4,4,2,5,5,5,4,0,0,0
28046,Female,Premium,58.0,52.38,New,Technology,5,4,2,5,4,5,3,5,3,1,0,0
28047,Male,Premium,40.0,168.96,New,Home/Kitchen,4,4,3,4,4,4,4,4,3,0,0,1
28048,Female,Premium,43.9097214811653,399.12,New,Entertainment,2,2,2,2,4,3,2,3,2,9,8,0
28049,Male,Premium,35.0,15.87,New,Home/Kitchen,4,4,4,5,3,4,3,4,4,0,0,0
28050,Female,Premium,22.0,1.48,Used,Technology,2,4,2,3,2,3,1,4,2,0,0,0
28051,Male,Not Premium,38.0,6.98,Used,Entertainment,4,4,2,3,1,4,2,2,2,0,0,1
28052,Female,Premium,56.0,173.22,New,Technology,3,3,5,5,5,5,5,5,3,0,0,1
28053,Female,Not Premium,35.0,16.98,New,Technology,2,4,4,4,2,5,5,5,4,0,0,0
28054,Male,Premium,61.0,57.28,New,Sport,4,4,2,1,2,1,4,1,1,0,0,0
28055,Female,Premium,49.0,348.58,New,Sport,3,3,1,2,2,2,2,2,2,0,0,0
28056,Male,Not Premium,40.0,55.21,New,Entertainment,2,3,4,3,5,4,5,4,4,0,0,0
28057,Male,Not Premium,19.0,124.97,New,Home/Kitchen,3,5,2,5,4,4,5,5,2,0,0,0
28058,Female,Premium,53.0,84.48,New,Sport,1,1,2,4,4,4,3,4,3,0,0,1
28059,Female,Premium,58.0,157.08,New,Technology,1,4,2,4,2,4,1,3,2,0,0,0
28060,Male,Premium,63.0,46.03,New,Technology,4,3,4,2,2,1,2,2,3,1,1,0
28061,Female,Premium,46.0,137.65,New,Technology,3,3,5,5,5,5,3,5,4,0,0,1
28062,Male,Premium,43.923419078242226,83.71,New,Technology,5,4,4,3,1,3,1,3,4,0,0,0
28063,Male,Premium,49.0,139.45,New,Entertainment,5,5,3,3,4,3,3,4,3,1,1,0
28064,Male,Premium,39.0,36.32,New,Technology,5,1,2,5,3,5,5,5,2,0,0,0
28065,Female,Premium,37.0,79.61,New,Entertainment,4,4,5,2,1,3,3,5,5,0,0,1
28066,Female,Premium,45.0,176.83,New,Entertainment,4,4,4,2,2,2,4,2,2,0,0,0
28067,Female,Not Premium,22.0,68.83,New,Home/Kitchen,5,3,2,3,2,4,3,4,2,1,1,0
28068,Male,Premium,23.0,133.0,New,Home/Kitchen,4,4,5,1,4,1,5,4,5,0,0,1
28069,Male,Premium,52.0,309.22,New,Technology,5,5,4,3,3,3,2,3,2,0,0,0
28070,Female,Premium,20.0,183.12,New,Technology,3,3,4,2,2,4,1,4,4,0,0,0
28071,Male,Premium,31.0,85.33,New,Home/Kitchen,4,4,1,1,1,2,1,3,1,0,0,0
28072,Male,Premium,43.923419078242226,25.16,New,Home/Kitchen,1,3,4,2,1,3,4,4,4,0,0,0
28073,Male,Premium,33.0,28.24,New,Technology,4,4,2,1,3,3,3,4,2,0,0,0
28074,Male,Not Premium,54.0,37.2,New,Entertainment,4,4,2,5,4,1,3,1,2,1,1,1
28075,Male,Not Premium,31.699850778085697,99.05,New,Home/Kitchen,2,3,1,1,1,4,1,3,1,0,0,0
28076,Male,Premium,43.923419078242226,264.44,New,Entertainment,1,1,3,2,5,3,3,3,3,0,0,0
28077,Female,Premium,47.0,361.05,New,Entertainment,2,2,3,3,3,3,1,3,1,0,0,0
28078,Female,Not Premium,42.0,26.19,New,Entertainment,5,4,4,5,3,4,4,5,4,0,0,1
28079,Male,Premium,45.0,72.98,New,Sport,2,3,2,4,1,4,3,4,4,0,0,0
28080,Female,Premium,43.9097214811653,43.04,New,Entertainment,5,1,1,5,2,3,5,1,1,0,0,1
28081,Female,Premium,53.0,114.65,New,Entertainment,5,1,5,3,2,3,5,2,5,0,0,0
28082,Male,Premium,56.0,80.43,New,Entertainment,3,3,2,5,5,5,3,5,4,0,0,1
28083,Female,Premium,49.0,106.18,New,Home/Kitchen,4,4,2,2,3,2,4,3,2,0,0,0
28084,Male,Not Premium,24.0,99.87,New,Entertainment,3,4,3,3,5,5,4,4,3,0,0,0
28085,Female,Premium,39.0,23.56,New,Entertainment,0,3,5,3,3,3,5,3,1,0,0,1
28086,Male,Premium,66.0,58.04,New,Home/Kitchen,4,2,5,4,2,4,3,4,5,1,1,0
28087,Male,Premium,47.0,105.01,New,Technology,5,3,5,4,2,4,3,4,5,1,1,0
28088,Female,Premium,23.0,177.47,Used,Technology,4,4,4,5,2,5,4,1,4,0,0,1
28089,Female,Premium,40.0,63.07,New,Sport,3,3,4,1,1,3,3,3,4,0,0,0
28090,Female,Premium,46.0,38.55,New,Technology,1,1,4,4,4,4,4,4,4,0,0,1
28091,Male,Premium,64.0,160.37,Used,Entertainment,5,3,4,2,0,2,3,2,3,0,0,1
28092,Female,Premium,26.0,107.42,New,Entertainment,1,1,4,3,3,5,4,4,4,0,0,1
28093,Female,Premium,39.0,245.76,New,Home/Kitchen,1,1,2,3,3,3,4,3,3,0,0,0
28094,Male,Premium,30.0,243.64,New,Home/Kitchen,1,1,1,3,4,4,2,4,1,0,0,0
28095,Male,Premium,41.0,223.6,New,Technology,4,4,3,4,4,4,3,4,4,0,0,1
28096,Female,Premium,25.0,25.62,New,Home/Kitchen,1,3,4,2,1,3,1,3,4,0,0,0
28097,Female,Premium,47.0,251.52,New,Sport,4,4,3,5,5,5,5,5,5,0,0,1
28098,Male,Premium,46.0,149.24,New,Home/Kitchen,2,2,3,4,4,4,4,4,3,0,0,1
28099,Male,Premium,40.0,383.36,New,Home/Kitchen,1,1,2,3,3,3,1,3,1,0,0,0
28100,Female,Premium,37.0,397.52,New,Home/Kitchen,5,5,5,4,4,4,1,4,2,0,0,1
28101,Male,Not Premium,34.0,85.17,New,Entertainment,4,2,3,3,3,2,3,1,3,0,0,0
28102,Female,Premium,55.0,83.45,New,Technology,4,2,4,5,2,4,3,5,4,0,0,0
28103,Male,Premium,35.0,6.89,New,Entertainment,5,3,3,4,5,4,5,4,3,0,0,0
28104,Female,Premium,56.0,303.49,New,Entertainment,5,5,4,4,4,4,3,4,4,0,0,1
28105,Male,Premium,43.923419078242226,80.33,New,Entertainment,5,1,5,3,5,4,5,5,5,0,0,1
28106,Male,Premium,22.0,324.82,New,Technology,1,1,5,3,3,5,4,4,5,0,0,1
28107,Male,Not Premium,23.0,20.6,New,Entertainment,0,4,4,5,4,5,4,5,4,1,1,1
28108,Male,Premium,43.923419078242226,57.69,New,Entertainment,4,2,1,3,1,3,4,1,1,0,0,0
28109,Male,Premium,45.0,384.46,New,Entertainment,1,1,2,2,2,2,5,2,4,0,0,1
28110,Male,Premium,56.0,42.85,New,Home/Kitchen,3,3,5,4,4,4,2,4,1,0,0,1
28111,Female,Premium,64.0,135.59,New,Technology,4,1,4,3,5,4,3,5,4,0,0,0
28112,Male,Premium,45.0,15.7,Used,Technology,2,2,3,5,5,5,5,5,3,0,0,1
28113,Male,Premium,42.0,119.42,New,Home/Kitchen,2,2,5,5,5,5,4,5,4,0,0,1
28114,Female,Premium,60.0,148.08,New,Sport,4,4,4,4,4,4,4,4,4,0,0,1
28115,Female,Premium,66.0,77.79,New,Entertainment,5,4,3,5,2,3,1,4,3,0,0,0
28116,Male,Premium,50.0,100.14,New,Technology,1,1,3,5,5,5,3,5,5,0,0,1
28117,Female,Not Premium,49.0,87.76,New,Entertainment,2,2,2,2,2,5,4,2,2,0,0,0
28118,Female,Premium,47.0,48.46,New,Entertainment,2,2,2,4,4,4,5,4,3,0,0,1
28119,Male,Premium,34.0,12.9,New,Entertainment,2,2,3,2,2,2,5,4,3,0,0,1
28120,Male,Premium,56.0,65.28,New,Other,5,3,5,1,5,1,5,1,1,0,0,0
28121,Male,Not Premium,27.0,37.64,Used,Technology,2,3,5,5,5,5,4,4,5,0,0,0
28122,Female,Not Premium,35.0,48.09,New,Entertainment,2,1,3,3,4,5,3,5,3,1,1,0
28123,Male,Premium,26.0,346.3,New,Home/Kitchen,3,3,5,3,4,3,1,3,5,0,0,1
28124,Female,Premium,62.0,142.49,New,Technology,3,3,4,5,5,3,1,5,3,0,0,1
28125,Female,Not Premium,20.0,21.66,New,Sport,5,4,3,4,2,5,3,4,3,0,0,1
28126,Male,Premium,20.0,17.5,New,Entertainment,5,1,4,4,2,4,3,5,4,1,0,0
28127,Female,Premium,58.0,181.0,New,Sport,4,4,2,3,2,4,1,3,2,0,0,0
28128,Female,Not Premium,38.0,20.0,New,Entertainment,3,2,3,3,5,3,1,2,3,0,0,0
28129,Female,Premium,68.0,17.28,New,Entertainment,5,3,3,4,4,4,4,4,5,0,0,1
28130,Male,Premium,58.0,66.24,New,Home/Kitchen,4,4,3,2,2,2,2,2,4,0,0,0
28131,Female,Premium,68.0,245.88,New,Entertainment,5,2,4,3,4,5,4,5,4,0,0,0
28132,Male,Premium,46.0,298.33,New,Entertainment,4,4,3,2,2,2,3,2,2,0,0,0
28133,Female,Not Premium,37.0,72.36,New,Sport,1,3,4,2,4,3,3,4,4,0,0,0
28134,Female,Premium,38.0,130.85,New,Technology,5,5,1,1,1,1,3,1,3,0,0,0
28135,Female,Premium,36.0,76.6,New,Entertainment,5,5,2,3,4,4,1,5,1,2,2,0
28136,Female,Not Premium,25.0,96.13,New,Home/Kitchen,0,5,1,4,3,4,5,4,1,0,0,1
28137,Female,Premium,41.0,170.81,New,Entertainment,1,1,3,5,5,5,3,5,3,0,0,1
28138,Male,Premium,53.0,35.77,New,Home/Kitchen,4,3,3,5,4,5,5,5,4,0,0,1
28139,Male,Premium,43.923419078242226,105.21,New,Home/Kitchen,1,3,3,3,1,1,3,2,3,0,0,0
28140,Male,Premium,54.0,149.26,New,Technology,4,4,5,2,4,5,5,4,5,2,2,1
28141,Male,Premium,57.0,47.83,New,Technology,2,4,5,2,1,2,3,2,1,0,0,0
28142,Female,Premium,45.0,58.79,New,Entertainment,5,1,2,3,5,5,3,4,2,0,0,0
28143,Male,Premium,47.0,311.94,New,Home/Kitchen,1,1,5,4,4,4,5,4,3,0,0,1
28144,Female,Premium,43.9097214811653,36.1,New,Technology,5,2,5,4,2,1,4,1,5,1,1,0
28145,Male,Premium,25.0,37.12,New,Technology,4,5,4,3,4,4,4,5,4,0,0,0
28146,Male,Premium,45.0,94.18,Used,Technology,5,5,2,3,3,3,3,3,4,0,0,0
28147,Female,Premium,23.0,31.0,New,Home/Kitchen,5,4,5,5,5,5,4,5,5,0,0,0
28148,Female,Premium,25.0,202.07,New,Entertainment,1,1,4,4,3,2,2,3,4,0,0,1
28149,Male,Premium,64.0,123.28,New,Home/Kitchen,5,2,5,2,1,2,5,2,3,0,0,0
28150,Female,Premium,58.0,130.58,New,Home/Kitchen,4,4,2,4,4,4,4,4,3,0,0,1
28151,Female,Premium,42.0,266.0,New,Home/Kitchen,1,1,4,5,5,5,3,5,5,0,0,1
28152,Female,Premium,48.0,68.25,New,Home/Kitchen,4,4,4,4,1,3,4,2,4,0,0,0
28153,Male,Premium,43.0,90.38,New,Technology,3,3,4,2,2,2,1,2,2,0,0,0
28154,Male,Premium,43.923419078242226,19.23,New,Technology,2,2,1,1,2,2,3,1,1,1,1,0
28155,Male,Premium,43.0,170.45,New,Technology,1,1,4,4,5,4,5,4,4,0,0,1
28156,Male,Not Premium,23.0,28.2,New,Technology,4,4,4,4,1,3,2,3,4,0,0,0
28157,Male,Premium,19.0,82.07,New,Entertainment,4,1,4,4,2,5,3,4,4,0,0,0
28158,Male,Premium,39.0,240.69,New,Entertainment,4,4,2,3,3,3,4,3,3,0,0,0
28159,Female,Premium,42.0,42.62,New,Entertainment,4,4,2,1,4,3,1,3,2,0,0,1
28160,Female,Premium,26.0,402.99,New,Sport,1,1,4,4,2,5,4,4,4,0,0,1
28161,Female,Premium,50.0,62.47,Used,Home/Kitchen,5,2,2,4,1,1,2,1,2,1,1,0
28162,Female,Premium,31.0,40.63,New,Home/Kitchen,3,3,5,5,5,5,4,4,5,0,0,1
28163,Female,Premium,70.0,34.46,New,Technology,4,1,5,3,3,5,3,4,5,0,0,0
28164,Male,Not Premium,55.0,38.52,New,Sport,0,2,1,5,1,5,4,1,1,0,0,0
28165,Male,Premium,54.0,231.14,New,Sport,1,1,4,4,4,4,4,5,4,2,1,1
28166,Female,Premium,59.0,90.05,New,Sport,5,5,3,2,5,3,1,4,3,0,0,0
28167,Male,Premium,28.0,175.4,New,Sport,4,1,1,3,2,3,5,5,1,0,0,1
28168,Male,Premium,44.0,95.85,Used,Technology,4,4,1,2,2,2,2,2,3,0,0,0
28169,Male,Premium,52.0,51.2,New,Home/Kitchen,2,2,4,2,2,2,2,2,3,0,0,0
28170,Male,Premium,54.0,26.3,New,Sport,4,3,3,4,3,3,4,4,4,0,0,0
28171,Male,Premium,45.0,260.64,New,Technology,1,1,5,5,3,5,4,4,4,0,0,1
28172,Female,Not Premium,26.0,83.23,New,Other,1,3,1,3,4,4,4,4,4,3,2,0
28173,Male,Premium,38.0,200.06,New,Technology,5,5,2,2,2,2,5,2,3,0,0,1
28174,Male,Not Premium,26.0,69.65,New,Sport,3,3,5,4,4,4,3,3,5,0,0,0
28175,Male,Premium,42.0,38.86,New,Home/Kitchen,5,5,1,4,4,4,4,4,3,0,0,0
28176,Female,Not Premium,25.0,24.56,New,Sport,0,1,2,4,4,4,4,3,2,1,1,0
28177,Male,Not Premium,59.0,49.21,New,Technology,2,3,2,1,3,4,4,1,4,2,2,0
28178,Female,Premium,40.0,62.69,New,Entertainment,2,2,3,5,4,5,5,5,4,0,0,1
28179,Female,Premium,46.0,118.83,New,Entertainment,2,2,1,3,3,3,1,1,1,3,3,0
28180,Male,Premium,39.0,305.43,New,Entertainment,4,4,5,4,4,4,4,4,4,0,0,1
28181,Female,Premium,45.0,68.4,New,Technology,3,3,3,4,3,3,3,2,3,0,0,0
28182,Female,Premium,28.0,139.58,New,Technology,3,3,2,5,5,5,5,4,2,0,0,1
28183,Female,Premium,23.0,67.12,New,Entertainment,0,2,1,3,5,3,5,5,1,0,0,0
28184,Female,Premium,46.0,241.22,New,Entertainment,2,2,3,4,4,3,2,4,1,0,0,1
28185,Male,Premium,43.0,166.26,New,Other,1,1,2,4,4,4,4,4,5,0,0,1
28186,Female,Premium,49.0,151.52,Used,Home/Kitchen,1,1,2,4,4,4,5,4,3,0,0,1
28187,Female,Premium,42.0,18.61,New,Technology,4,4,4,2,3,3,3,3,4,1,1,0
28188,Male,Premium,55.0,96.32,New,Entertainment,1,2,2,2,1,2,4,2,3,0,0,0
28189,Female,Premium,55.0,365.95,New,Technology,4,4,4,5,5,5,5,5,5,0,0,1
28190,Female,Premium,28.0,95.11,New,Other,4,5,4,3,1,2,2,5,4,0,0,0
28191,Male,Premium,49.0,202.66,New,Technology,5,5,4,4,4,5,1,4,3,0,0,1
28192,Female,Premium,22.0,306.73,New,Technology,2,2,3,4,3,2,4,5,3,0,0,1
28193,Female,Premium,38.0,54.22,Used,Entertainment,1,2,4,1,3,2,2,2,4,0,0,0
28194,Female,Premium,43.9097214811653,11.78,New,Technology,4,2,4,5,2,5,3,5,4,0,0,0
28195,Female,Premium,50.0,146.22,New,Technology,2,2,5,2,2,2,3,2,3,0,0,1
28196,Male,Premium,43.0,107.31,New,Entertainment,2,2,2,3,3,3,2,3,2,0,0,0
28197,Female,Premium,67.0,92.48,New,Entertainment,2,4,4,1,3,4,2,4,2,2,2,1
28198,Male,Not Premium,24.0,103.84,New,Technology,5,2,3,5,5,3,5,4,3,0,0,1
28199,Male,Premium,25.0,72.54,New,Sport,1,1,4,1,3,4,4,1,4,2,2,0
28200,Female,Not Premium,28.0,28.82,New,Home/Kitchen,5,1,3,5,4,5,3,4,3,0,0,1
28201,Male,Premium,26.0,1.38,New,Home/Kitchen,5,1,4,3,4,5,4,4,4,0,0,0
28202,Male,Premium,69.0,76.93,New,Entertainment,4,3,3,3,3,3,3,3,4,0,0,0
28203,Female,Premium,23.0,64.78,New,Sport,5,1,2,4,2,5,3,5,2,0,0,0
28204,Female,Premium,18.0,254.04,New,Entertainment,5,5,4,5,2,4,5,5,4,0,0,1
28205,Female,Premium,23.0,84.22,New,Technology,3,1,1,5,1,1,1,2,1,0,0,1
28206,Female,Not Premium,24.0,66.91,New,Entertainment,3,3,2,5,2,5,5,4,2,0,0,0
28207,Male,Premium,67.0,81.5,New,Home/Kitchen,4,1,4,1,2,1,3,1,4,0,0,0
28208,Female,Not Premium,22.0,106.63,New,Technology,4,3,2,2,5,2,3,3,2,0,0,0
28209,Female,Premium,77.0,98.74,New,Home/Kitchen,5,5,4,4,5,3,1,2,4,0,0,0
28210,Female,Premium,38.0,24.19,Used,Technology,3,3,5,2,3,2,4,5,5,0,0,1
28211,Male,Premium,51.0,98.84,New,Technology,4,3,5,4,3,4,5,4,5,0,0,0
28212,Female,Premium,63.0,65.83,New,Technology,1,4,4,3,2,3,3,4,4,0,0,1
28213,Female,Premium,34.0,4.6,New,Technology,3,3,2,3,2,3,2,3,2,0,0,0
28214,Female,Premium,48.0,359.54,New,Technology,1,1,2,5,5,5,5,5,4,0,0,1
28215,Female,Not Premium,36.0,101.16,New,Technology,3,2,2,4,3,4,4,4,2,0,0,0
28216,Female,Premium,50.0,57.01,New,Technology,3,5,1,2,5,5,5,4,1,0,0,0
28217,Female,Premium,33.0,50.92,New,Home/Kitchen,4,5,3,2,2,4,5,3,3,0,0,0
28218,Male,Premium,56.0,162.3,New,Technology,2,4,1,5,3,5,1,5,2,0,0,0
28219,Male,Not Premium,45.0,32.53,New,Other,0,4,1,3,3,4,1,2,1,0,0,1
28220,Female,Premium,53.0,28.63,New,Sport,4,4,2,3,3,1,1,1,2,0,0,0
28221,Female,Premium,31.0,319.31,New,Other,5,5,3,1,1,3,3,3,3,0,0,0
28222,Female,Premium,60.0,32.78,New,Sport,2,4,5,4,3,4,2,3,5,0,0,0
28223,Female,Premium,34.0,187.32,New,Technology,4,4,4,4,4,4,5,4,5,0,0,1
28224,Female,Premium,54.0,166.93,New,Entertainment,1,1,4,5,5,5,5,5,3,0,0,1
28225,Female,Premium,55.0,256.37,New,Technology,3,3,4,5,5,5,3,5,5,0,0,1
28226,Female,Premium,43.0,315.95,New,Technology,5,5,2,5,5,5,4,5,3,0,0,1
28227,Male,Premium,25.0,291.53,New,Entertainment,4,4,5,2,1,1,4,2,5,0,0,1
28228,Female,Not Premium,40.0,43.03,New,Technology,1,4,5,4,4,3,2,4,5,0,0,0
28229,Male,Premium,41.0,128.87,New,Technology,2,2,2,3,4,3,4,3,4,0,0,1
28230,Male,Premium,54.0,35.71,New,Technology,3,3,3,4,4,4,3,4,5,0,0,1
28231,Female,Not Premium,23.0,15.84,New,Entertainment,5,2,2,1,1,2,3,2,3,2,3,0
28232,Male,Not Premium,32.0,44.3,New,Sport,4,1,5,4,3,4,4,5,5,0,0,0
28233,Male,Premium,58.0,301.35,New,Home/Kitchen,1,4,2,3,3,3,3,3,4,0,0,1
28234,Female,Premium,43.0,44.36,New,Technology,2,2,4,3,1,4,1,3,4,1,1,0
28235,Female,Premium,48.0,19.37,New,Entertainment,0,3,4,4,2,5,3,5,4,0,0,0
28236,Female,Premium,48.0,58.45,New,Entertainment,2,2,3,4,5,2,3,2,3,0,0,0
28237,Male,Premium,52.0,128.58,New,Entertainment,3,3,1,2,2,2,1,2,4,0,0,0
28238,Male,Not Premium,54.0,94.46,New,Technology,2,3,2,4,5,5,5,5,2,0,0,0
28239,Male,Not Premium,22.0,114.07,New,Entertainment,3,4,3,4,2,4,4,4,3,0,0,0
28240,Male,Premium,52.0,168.62,New,Technology,0,2,2,1,2,1,4,1,3,1,0,0
28241,Female,Not Premium,40.0,13.1,New,Home/Kitchen,3,4,3,1,5,3,2,3,3,0,0,0
28242,Male,Premium,43.923419078242226,88.76,New,Technology,1,2,3,4,4,2,2,3,3,0,0,0
28243,Male,Premium,44.0,302.6,New,Home/Kitchen,1,1,1,3,3,1,3,3,4,0,0,0
28244,Male,Premium,42.0,16.04,New,Entertainment,0,1,5,3,1,3,4,3,4,0,0,0
28245,Female,Not Premium,37.0,15.44,New,Technology,3,3,5,3,2,4,5,5,5,0,0,0
28246,Male,Premium,43.0,108.28,New,Technology,2,2,1,5,5,5,1,5,1,0,0,1
28247,Female,Premium,25.0,58.28,New,Entertainment,2,2,3,2,2,3,2,3,3,0,0,0
28248,Male,Premium,49.0,59.19,New,Technology,5,5,1,3,3,3,4,3,2,0,0,0
28249,Female,Not Premium,22.0,130.55,New,Technology,0,3,2,4,5,4,5,5,2,0,0,1
28250,Female,Premium,43.9097214811653,74.57,New,Sport,2,3,4,2,4,4,4,4,4,0,0,0
28251,Female,Premium,53.0,6.39,New,Home/Kitchen,2,4,3,1,5,3,4,4,3,0,0,0
28252,Male,Premium,40.0,326.32,New,Other,3,3,4,2,5,5,4,3,4,3,3,1
28253,Female,Premium,43.9097214811653,248.59,New,Technology,2,2,2,2,2,3,3,3,3,0,0,0
28254,Male,Not Premium,20.0,72.3,New,Technology,2,2,4,4,4,5,5,4,4,0,0,0
28255,Female,Premium,32.0,96.45,New,Entertainment,5,3,5,5,2,5,5,5,5,0,0,0
28256,Male,Premium,28.0,299.71,Used,Other,2,2,4,1,1,5,4,3,4,0,0,1
28257,Female,Premium,39.0,164.66,New,Home/Kitchen,4,4,4,5,5,5,3,5,4,0,0,1
28258,Male,Premium,28.0,257.25,New,Home/Kitchen,2,2,2,3,3,5,5,4,2,0,0,1
28259,Male,Premium,43.923419078242226,28.52,New,Entertainment,1,3,1,3,2,3,4,3,1,0,0,0
28260,Female,Not Premium,22.0,282.69,New,Entertainment,1,1,2,3,3,3,3,5,2,0,0,1
28261,Male,Not Premium,27.0,57.51,Used,Technology,2,5,2,5,2,5,5,5,2,1,0,0
28262,Male,Premium,61.0,66.7,New,Sport,4,1,1,1,2,1,2,1,3,1,1,0
28263,Male,Premium,54.0,85.47,New,Entertainment,5,2,3,5,2,5,5,5,5,0,0,0
28264,Female,Premium,59.0,414.23,Used,Technology,4,4,3,4,4,5,4,4,4,0,0,1
