,Age,log_price,log_arrival_delays,Gender_Male,Customer Type_Premium,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
31338,30.0,4.734706107337125,0.0,1,1,4,3,2,4,4,5,3,4,2,0
31339,29.0,5.169517619156448,0.0,0,1,5,5,3,4,4,4,4,5,3,1
31340,59.0,4.195847647552622,0.0,0,1,4,3,1,4,5,5,5,5,1,0
31341,75.0,3.4553698605505483,0.0,0,1,2,2,1,4,4,4,5,4,5,1
31342,20.0,3.354455119110024,0.0,0,1,3,3,5,2,1,3,3,3,5,0
31343,37.0,3.4974162394026984,0.0,1,1,5,4,4,4,2,5,4,5,4,0
31344,20.0,5.46527144621087,0.0,0,1,3,5,5,4,2,4,3,4,5,0
31345,50.0,4.728007095947154,0.0,0,1,4,4,4,1,1,2,2,5,4,1
31346,68.0,3.242592351485517,0.0,1,1,4,4,2,4,0,4,3,4,3,0
31347,47.0,3.2068032436339315,0.0,0,1,4,2,1,5,2,4,4,4,1,0
31348,31.667574931880107,4.721351940277501,0.0,0,0,2,4,3,3,1,3,1,3,3,0
31349,40.0,4.1935863968717495,0.0,0,1,1,2,1,3,3,2,1,2,1,0
31350,56.0,4.637346917683312,0.0,1,1,5,2,5,3,4,3,4,3,5,1
31351,43.9097214811653,4.674602960703428,0.0,0,1,4,3,4,2,4,4,4,4,4,0
31352,36.0,4.3990066547085656,0.0,1,1,1,4,4,1,1,4,2,1,4,1
31353,65.0,3.5865698352893665,0.0,1,1,3,3,2,5,5,4,4,5,4,1
31354,26.0,2.700018029404946,0.6931471805599453,1,1,4,3,3,2,4,3,5,3,3,0
31355,23.0,5.193401196598477,0.0,0,1,4,4,4,4,3,5,5,4,4,1
31356,58.0,5.228592084056471,0.0,0,1,1,1,5,5,5,5,4,5,5,1
31357,43.0,5.2295566109772444,0.0,1,1,5,2,5,1,3,1,4,1,3,0
31358,23.0,4.995589335890984,0.0,0,0,4,3,2,4,2,3,5,4,2,0
31359,50.0,4.007333185232471,0.0,0,1,5,1,5,5,3,5,5,5,5,0
31360,57.0,5.0476741415312425,0.0,1,1,3,3,3,2,2,2,3,2,3,1
31361,38.0,5.334167019441734,0.0,1,1,4,4,4,4,5,4,5,4,5,1
31362,54.0,5.329234469182758,0.0,1,0,4,3,2,3,5,5,5,5,2,1
31363,47.0,4.069026754237811,0.0,0,1,5,2,2,5,3,4,5,4,2,0
31364,43.92341907824223,5.217812051888386,0.0,1,1,3,3,1,2,4,3,3,4,1,0
31365,30.0,4.802872844820349,0.0,0,1,3,3,4,3,2,3,2,4,4,0
31366,23.0,4.568609930676289,0.0,0,0,4,3,2,2,1,3,1,2,2,1
31367,36.0,3.517497837358316,0.0,1,1,5,2,2,3,2,4,4,5,2,0
31368,69.0,4.967240548443732,0.0,0,1,5,3,4,5,3,5,5,4,4,0
31369,20.0,4.755054635525384,0.0,0,0,1,4,1,3,1,4,1,4,1,0
31370,28.0,4.514369821661595,0.0,1,0,2,1,1,3,3,5,3,5,1,0
31371,43.92341907824223,4.8016411658864655,0.0,1,1,4,4,3,3,2,5,3,4,3,0
31372,60.0,5.632035814972629,0.0,0,1,2,2,5,4,4,4,3,4,3,1
31373,60.0,4.910004317257438,0.6931471805599453,1,1,5,5,5,5,5,5,4,5,5,1
31374,39.0,4.264509188745424,0.0,0,0,1,4,5,1,5,4,2,3,5,0
31375,23.0,1.6505798557652755,0.0,1,0,0,1,1,5,5,4,5,5,1,0
31376,43.9097214811653,4.954981629905421,0.0,0,1,4,1,4,1,2,3,2,2,4,0
31377,45.0,3.6087534096346516,0.0,0,1,5,3,4,2,4,4,3,1,4,0
31378,39.0,4.098502572370764,0.0,0,1,4,4,5,3,3,3,1,3,2,1
31379,36.0,3.790758917935107,0.0,1,0,4,3,1,2,2,3,2,3,1,0
31380,40.0,2.157559320943788,0.0,1,0,3,2,5,2,3,2,2,1,5,0
31381,36.0,4.714741822417382,0.0,1,0,3,5,2,5,3,5,3,5,2,0
31382,32.0,3.092858984284714,0.0,0,1,5,5,3,4,4,4,5,4,3,0
31383,70.0,1.5325568680981427,0.0,0,1,5,5,3,3,3,2,1,3,3,0
31384,43.9097214811653,5.523538757657212,0.0,0,1,4,3,1,2,2,1,2,5,1,0
31385,36.0,5.0717303934560665,0.0,0,1,2,3,5,4,4,2,4,4,5,0
31386,60.0,5.898307048621732,0.0,1,1,4,4,4,5,5,5,4,5,3,1
31387,27.0,5.019198524756743,0.0,1,1,5,1,5,5,4,4,5,5,5,1
31388,56.0,3.822098297900159,0.0,0,1,1,1,2,4,4,3,2,2,2,0
31389,49.0,4.217004574957988,0.0,1,1,4,3,2,5,1,5,1,5,3,0
31390,25.0,3.76445064096101,0.6931471805599453,0,0,4,3,1,1,5,3,4,3,1,0
31391,45.0,3.892432355663142,0.0,0,1,5,4,4,4,5,5,4,5,4,0
31392,40.0,1.1908875647772805,0.0,1,0,2,3,1,3,3,4,3,3,1,0
31393,46.0,5.1116865381659835,0.0,0,1,1,1,2,2,2,2,4,2,3,1
31394,43.9097214811653,4.170224772557419,0.0,0,1,5,5,2,1,1,3,3,3,2,0
31395,45.0,4.715279408668121,0.0,1,1,5,5,2,5,5,5,5,5,3,1
31396,26.0,4.282620578207235,0.0,0,1,1,1,3,3,2,4,5,4,3,1
31397,41.0,3.6436205477083212,0.0,1,1,2,2,4,4,4,4,3,4,3,1
31398,46.0,4.981961433511648,0.0,1,1,2,4,5,3,3,3,2,3,3,0
31399,30.0,4.899182182134742,0.0,1,1,5,5,2,3,3,4,4,3,2,0
31400,24.0,4.8480379301500305,0.0,0,1,3,3,2,4,5,3,1,3,2,0
31401,57.0,5.614185940844445,0.6931471805599453,1,1,4,4,3,4,5,4,3,4,5,1
31402,57.0,4.404399485525607,0.0,0,1,5,3,5,3,5,4,5,4,5,0
31403,43.92341907824223,5.390075791787577,0.0,1,1,4,2,2,4,3,4,3,5,2,0
31404,27.0,3.7819143200811256,0.0,0,1,5,3,3,5,3,4,4,4,3,0
31405,38.0,4.506012614454873,0.0,1,1,5,3,4,3,3,4,3,4,4,0
31406,43.9097214811653,4.506123032386857,0.0,0,1,4,3,5,5,2,5,5,4,5,0
31407,56.0,3.1471649773142003,0.0,1,1,1,1,2,4,4,4,4,4,2,1
31408,49.0,3.765840495250065,0.0,0,1,0,1,2,5,3,5,4,4,2,0
31409,19.0,2.8903717578961645,0.6931471805599453,0,1,5,1,5,5,1,2,1,1,5,0
31410,39.0,4.026957543520246,0.0,0,1,3,3,4,4,3,3,3,4,4,0
31411,40.0,5.08227355234905,0.0,1,1,5,5,5,4,4,4,5,4,3,1
31412,54.0,5.098585119494288,0.0,0,1,4,4,4,4,4,4,3,4,3,1
31413,26.0,4.966195652664082,0.0,0,0,3,1,2,3,4,5,5,4,2,0
31414,70.0,3.835141961092188,0.0,0,1,4,3,2,4,3,5,4,5,2,0
31415,29.0,4.176999240344289,0.0,0,0,1,3,2,2,4,2,1,3,2,0
31416,24.0,4.211979438755315,0.0,1,0,4,3,1,4,5,5,3,5,1,1
31417,41.0,5.64481065287963,0.0,0,1,3,3,2,4,4,4,5,4,5,1
31418,45.0,4.562680134367139,0.0,0,1,2,2,2,1,4,4,1,4,2,0
31419,47.0,2.8237570088141806,0.0,1,1,4,3,1,2,1,2,2,2,2,0
31420,38.0,3.1036894150590832,0.0,1,0,2,3,4,3,4,4,3,5,4,0
31421,44.0,5.519218405309466,0.0,1,1,2,2,3,5,5,5,3,5,5,1
31422,43.0,5.689142497916686,0.0,1,1,3,3,5,2,2,2,3,2,4,1
31423,54.0,4.949823154699498,0.0,0,1,3,1,5,5,1,3,5,5,5,0
31424,30.0,4.163715140146772,0.0,1,1,4,4,3,2,2,4,3,4,3,0
31425,60.0,5.247392425362746,0.0,0,1,2,2,3,4,5,4,3,4,3,1
31426,35.0,5.520820712974823,0.0,1,0,2,4,2,4,5,4,4,4,4,0
31427,52.0,3.775744987135518,0.0,0,1,0,3,2,4,4,4,1,4,5,1
31428,36.0,2.7985001040242823,0.0,1,1,2,2,1,1,1,4,4,1,3,0
31429,24.0,5.108789909503753,0.0,1,1,3,3,2,2,1,2,1,2,2,0
31430,53.0,5.516086501524791,0.0,0,1,3,3,2,4,4,4,3,4,5,1
31431,53.0,5.192734603972972,0.0,0,1,4,2,4,5,4,5,4,5,4,1
31432,55.0,4.700571270751344,0.0,0,1,3,3,3,5,5,5,3,5,3,1
31433,60.0,4.060787778693258,0.0,0,1,2,2,4,1,5,3,1,3,4,0
31434,43.0,5.470630674144922,0.0,1,1,1,1,4,5,5,5,3,5,4,1
31435,70.0,3.6712245188752153,0.0,0,1,1,4,4,1,2,4,4,3,4,0
31436,47.0,3.1755507001298273,0.0,0,0,0,4,4,5,1,2,3,3,4,0
31437,55.0,5.55074783848714,0.0,1,1,1,1,4,4,4,4,3,4,5,1
31438,47.0,4.3054155323020415,0.0,1,1,4,3,4,1,3,1,3,1,5,0
31439,39.0,3.326832966373293,0.6931471805599453,1,1,4,4,3,4,5,4,4,4,5,1
31440,21.0,4.053696163744291,0.0,0,1,1,1,4,2,3,3,1,3,4,1
31441,42.0,5.081776966367399,0.0,1,1,3,3,4,4,4,4,4,4,4,1
31442,30.0,4.712229258281499,0.0,1,1,4,2,5,5,5,1,4,3,5,1
31443,34.0,3.3006401266708405,0.0,0,1,5,5,4,3,2,3,5,3,3,1
31444,54.0,3.0633909220278057,0.0,1,1,0,4,5,3,1,2,4,3,3,0
31445,74.0,2.1598687907924505,0.6931471805599453,1,1,1,1,4,3,1,2,3,4,3,0
31446,46.0,3.8605191625610304,0.0,1,1,3,3,5,5,5,5,5,5,4,1
31447,26.0,5.189840890211953,0.0,1,1,3,3,5,3,1,1,4,5,5,1
31448,54.0,5.43197375136071,0.0,1,1,1,1,2,4,4,4,5,4,5,1
31449,58.0,5.6262172510385895,0.0,1,1,4,4,4,4,4,4,5,4,4,1
31450,40.0,5.375370995990328,1.6094379124341003,1,1,4,4,4,5,5,4,4,3,4,1
31451,38.0,3.597312260588446,1.0986122886681098,1,1,4,3,2,4,4,4,5,3,5,0
31452,38.0,2.731766727719526,0.0,0,1,1,5,2,3,1,3,3,3,2,0
31453,26.0,3.9755610262321337,0.6931471805599453,0,1,5,3,4,5,2,4,4,4,4,0
31454,31.0,3.1945831322991562,0.0,1,1,1,1,2,4,2,3,1,4,2,0
31455,36.0,2.316487998163037,0.0,0,1,5,3,3,3,4,5,5,4,3,0
31456,46.0,3.784189633918261,0.6931471805599453,1,1,4,3,5,4,2,4,3,4,5,0
31457,51.0,2.533696813957432,0.0,1,1,4,4,1,3,1,1,4,3,4,0
31458,60.0,5.865022253055595,0.0,0,1,5,5,5,5,5,5,3,5,4,1
31459,28.0,5.5027672754149926,0.0,0,1,3,3,3,1,3,4,3,4,3,0
31460,23.0,3.367295829986474,0.0,0,1,4,4,4,1,2,4,1,3,4,0
31461,40.0,4.956319893883986,0.0,0,1,5,3,5,5,3,4,3,5,5,0
31462,52.0,4.498697941477575,1.3862943611198906,1,1,5,5,1,4,2,2,1,3,1,0
31463,42.0,4.0310497118497866,0.0,1,1,0,3,4,3,0,2,1,3,2,0
31464,22.0,4.401951803481151,0.0,0,1,4,4,4,2,5,2,4,2,4,0
31465,26.0,4.304605487705297,0.6931471805599453,1,0,3,3,3,3,3,3,3,3,3,0
31466,41.0,5.410708112127064,0.0,0,1,3,5,2,4,4,4,4,4,4,1
31467,38.0,4.145196092379535,0.0,1,1,5,4,2,3,4,3,4,5,2,0
31468,56.0,4.0249944840873075,0.0,1,1,3,3,2,5,5,5,4,5,5,1
31469,43.0,3.901972669574645,0.0,0,1,5,1,4,3,2,4,3,4,4,0
31470,41.0,5.549815111358774,0.0,0,1,5,5,5,4,4,4,3,4,1,1
31471,27.0,4.724551943008172,0.0,1,1,4,5,2,4,3,4,5,4,2,0
31472,38.0,5.172073639973786,0.0,0,1,1,4,4,4,5,4,3,4,4,1
31473,45.0,4.477791256658261,0.0,0,1,5,5,2,1,2,4,3,3,2,0
31474,58.0,5.780589182895966,0.0,0,1,1,1,3,3,4,3,4,3,5,1
31475,28.0,4.831189598047765,0.0,1,1,1,2,1,1,4,2,2,3,1,1
31476,43.9097214811653,5.441854781544233,0.0,0,1,1,2,4,1,3,3,2,2,4,0
31477,77.0,5.548492256913277,0.0,1,1,1,1,4,3,3,3,3,3,3,0
31478,56.0,4.090001812787964,0.0,0,1,2,2,3,5,5,5,4,5,5,1
31479,31.0,3.5700959181239695,0.0,0,1,4,1,4,5,4,4,5,4,4,0
31480,43.92341907824223,4.738651577362572,0.0,1,1,3,2,5,1,3,2,1,3,5,0
31481,70.0,4.496805161309966,0.0,0,1,2,3,1,3,1,2,3,2,1,1
31482,48.0,3.7438410121879104,0.0,1,1,4,3,3,3,1,3,4,3,2,0
31483,36.0,4.054043265448575,0.6931471805599453,0,1,3,3,1,2,2,2,3,2,2,0
31484,61.0,5.614514006898019,0.0,0,1,5,1,5,4,1,1,3,4,3,1
31485,56.0,5.879359113323674,0.0,1,1,3,3,3,5,5,5,4,5,4,1
31486,31.0,5.788001066560599,0.0,1,1,4,4,2,3,2,4,5,5,2,1
31487,20.0,4.3178880335576375,0.0,1,1,5,5,4,1,5,2,3,1,4,1
31488,24.0,4.8026266303663165,0.0,1,1,2,2,3,2,2,4,4,3,3,0
31489,60.0,4.701116527035301,0.0,1,1,4,3,5,1,2,1,2,1,4,0
31490,23.0,5.438383610444878,0.0,0,1,4,4,4,4,3,4,5,2,4,1
31491,38.0,4.110709916308365,0.0,0,1,5,5,2,3,5,3,4,4,2,0
31492,65.0,4.190714786041794,0.0,1,1,5,4,2,5,2,5,3,5,4,0
31493,52.0,4.825590031380704,0.6931471805599453,0,1,5,5,3,4,4,4,5,4,4,1
31494,40.0,2.5556757206762075,0.0,0,1,4,4,4,3,3,2,1,2,4,1
31495,24.0,4.1513548169388805,0.0,1,0,0,3,3,3,3,5,4,5,3,1
31496,27.0,3.5142284036242013,0.0,1,1,5,3,3,2,2,1,5,5,3,0
31497,36.0,3.752323626670471,0.0,1,1,1,1,3,5,5,5,3,5,3,1
31498,54.0,4.829353196876964,0.0,0,1,4,4,5,4,4,4,5,4,3,1
31499,57.0,2.6290069937617573,0.6931471805599453,1,1,2,2,1,3,3,3,1,3,3,0
31500,48.0,4.358758007734528,0.0,1,1,0,4,4,1,2,1,4,1,3,0
31501,43.92341907824223,2.363680192353857,0.0,1,1,5,4,3,3,4,4,4,4,3,0
31502,29.0,4.2296036282257905,0.6931471805599453,1,0,3,3,1,3,4,4,2,3,1,0
31503,58.0,4.294833422971505,0.0,1,1,4,3,4,1,2,1,1,1,4,0
31504,24.0,5.455278379401799,0.6931471805599453,1,1,5,2,2,3,4,4,3,4,2,0
31505,36.0,4.574607880405451,0.0,1,0,2,4,1,4,4,4,3,3,1,0
31506,44.0,5.8768670572087585,0.6931471805599453,0,1,4,3,3,4,4,4,3,4,1,1
31507,57.0,4.00860510327439,0.0,1,1,4,4,3,5,5,5,5,5,5,1
31508,18.0,4.316287392959792,0.0,1,1,3,3,4,4,5,1,3,2,4,1
31509,20.0,1.4996230464268938,0.6931471805599453,1,0,2,2,1,1,4,3,3,3,1,0
31510,45.0,4.436988192747856,0.6931471805599453,1,0,3,3,4,3,1,4,1,4,4,0
31511,37.0,3.459466289786131,0.0,0,1,3,3,3,4,4,4,1,4,2,1
31512,43.92341907824223,5.156062318967165,0.0,1,1,2,3,1,2,1,3,4,3,1,0
31513,34.0,5.480888892097199,0.0,0,0,3,1,1,5,4,3,4,5,1,0
31514,53.0,5.7467142420397135,0.0,0,1,3,3,3,5,5,4,5,5,5,1
31515,25.0,5.006694204862994,0.0,1,1,1,1,3,2,3,3,2,4,3,0
31516,33.0,3.731220294603461,0.0,0,0,4,4,4,4,4,5,3,5,4,0
31517,65.0,4.562888793731485,0.0,0,1,5,3,3,4,2,5,4,5,3,0
31518,22.0,5.663966917951902,0.0,1,1,2,2,4,4,2,4,4,5,4,1
31519,39.0,3.973118104787957,0.0,0,1,4,5,5,3,3,2,5,3,3,0
31520,65.0,2.4765384001174837,0.0,0,1,3,5,3,3,4,1,4,2,3,0
31521,24.0,5.630781581771711,0.6931471805599453,1,1,4,5,2,1,4,5,4,1,4,0
31522,58.0,3.576829950305313,0.0,0,1,4,1,5,3,3,3,3,3,4,1
31523,43.0,5.214827056049011,0.0,1,1,4,4,4,3,4,3,3,3,5,1
31524,22.0,4.637443746538387,0.0,0,1,4,3,2,1,5,3,3,4,2,0
31525,29.0,4.427477897577799,0.0,1,1,4,2,2,4,5,4,5,4,2,1
31526,61.0,5.330300412401088,0.0,1,1,4,4,3,3,3,3,2,3,2,0
31527,20.0,5.422303346329028,0.0,0,1,3,3,2,3,3,4,1,4,2,0
31528,45.0,4.358885942232239,0.0,1,1,3,5,5,3,1,5,3,3,2,0
31529,45.0,3.7035217308508064,0.0,0,1,4,4,1,5,5,5,1,5,4,1
31530,55.0,5.907811162110729,0.0,1,1,5,5,1,4,5,4,1,4,2,1
31531,36.0,3.7558369222388173,0.0,0,0,1,3,5,4,5,5,4,5,5,0
31532,42.0,4.303524406518924,0.0,1,1,4,4,3,3,3,3,3,3,2,0
31533,36.0,4.920272854015864,0.6931471805599453,0,1,4,2,5,3,5,4,2,1,5,0
31534,54.0,4.459797532972339,0.0,0,0,0,3,5,3,3,2,3,2,5,0
31535,25.0,3.574029612434994,0.0,1,1,5,5,3,4,2,3,3,4,3,0
31536,31.0,5.200484006199273,0.0,0,0,2,1,1,4,3,3,5,5,1,0
31537,27.0,2.8507065015037334,0.0,1,0,3,2,2,5,1,1,2,3,2,0
31538,73.0,3.871201010907891,0.0,1,1,4,4,2,1,1,1,4,1,4,0
31539,62.0,3.1072736482868986,0.0,1,1,3,3,4,5,5,5,5,5,3,1
31540,24.0,5.813025443828249,0.0,0,1,5,5,5,4,5,5,5,4,5,1
31541,63.0,3.675794214565281,0.0,1,1,3,3,1,2,3,3,4,2,1,0
31542,38.0,3.8467375387295166,0.0,0,1,1,1,4,2,2,2,4,2,3,0
31543,41.0,2.248128907197987,0.0,0,1,0,5,2,3,3,5,2,1,2,0
31544,35.0,5.091108678246132,0.6931471805599453,0,1,2,2,4,3,3,3,3,3,3,0
31545,32.0,5.345582559015151,0.0,0,1,2,2,3,5,3,5,5,4,3,1
31546,50.0,5.652489180268651,0.0,0,1,1,1,3,5,5,5,4,5,3,1
31547,52.0,4.470609692592396,0.6931471805599453,1,1,5,5,4,5,5,5,4,5,5,1
31548,50.0,5.855702096093982,0.0,0,1,5,5,4,2,2,2,5,2,4,1
31549,43.9097214811653,3.5882300459640066,0.0,0,1,5,3,5,3,5,5,4,5,5,0
31550,32.0,4.729156165769083,0.0,0,1,4,4,5,2,4,4,3,3,5,1
31551,20.0,3.971234865059992,0.6931471805599453,1,0,4,3,3,2,4,3,1,1,1,0
31552,30.0,4.637734176861354,0.0,0,1,3,3,5,2,4,5,2,5,5,1
31553,58.0,1.2669476034873244,0.0,1,1,4,1,3,2,2,2,4,2,5,0
31554,22.0,4.6701148746284735,0.0,0,0,4,5,5,4,3,5,5,5,5,1
31555,41.0,6.090087415713065,0.0,0,1,4,4,2,3,4,3,3,3,3,1
31556,23.0,5.310048289423736,0.0,1,1,1,1,4,4,1,3,2,4,4,0
31557,28.0,5.81672418033434,0.6931471805599453,1,1,3,3,5,1,4,2,2,4,5,1
31558,57.0,5.832058414884768,0.0,0,1,1,1,2,5,5,5,5,5,4,1
31559,43.0,4.131158535344817,0.0,0,1,2,2,3,2,2,4,1,4,3,0
31560,43.9097214811653,4.668520501488853,0.0,0,1,5,4,3,4,4,4,5,5,3,0
31561,30.0,4.406475315076191,0.0,1,1,4,4,1,4,1,1,2,4,1,0
31562,52.0,5.350387858839039,0.0,1,1,4,4,4,4,4,4,4,4,5,1
31563,37.0,5.911203065505174,0.0,0,1,4,4,4,4,5,4,5,4,4,1
31564,36.0,2.382320061012899,0.0,1,1,3,3,4,2,3,5,1,2,4,1
31565,19.0,3.2092294478163956,0.0,0,1,5,3,4,3,3,4,2,5,4,0
31566,56.0,5.491620075851225,0.6931471805599453,0,1,5,5,1,3,2,3,4,4,1,0
31567,51.0,6.037632227952989,0.0,0,1,5,5,5,3,4,3,3,3,3,1
31568,34.0,5.764061938873389,0.0,0,1,4,4,3,3,4,3,1,3,2,1
31569,42.0,3.9651845535423784,0.6931471805599453,0,1,5,5,3,4,4,4,5,4,3,1
31570,34.0,3.834709902325476,0.0,0,1,5,5,4,4,4,4,5,4,4,1
31571,49.0,5.740178689847492,0.0,0,1,4,4,1,4,4,4,5,4,1,1
31572,43.0,4.812590776837065,0.0,1,1,4,3,4,3,2,3,3,3,4,0
31573,36.0,4.3551691805039985,0.0,0,1,4,4,4,3,4,3,4,3,4,1
31574,40.0,6.025479425695259,0.0,1,1,2,2,4,4,4,4,3,4,3,1
31575,40.0,5.126876400850294,0.0,0,1,4,3,4,5,5,5,5,5,4,1
31576,31.0,4.311335894051113,0.0,0,1,4,3,2,1,5,2,1,2,2,0
31577,46.0,3.22207071576472,0.0,1,1,4,4,5,4,4,4,4,4,1,0
31578,56.0,3.7118632905043114,0.0,0,1,4,5,3,2,3,5,5,1,3,0
31579,43.92341907824223,3.0846584827483925,0.0,1,1,2,4,3,2,1,4,2,3,3,0
31580,23.0,5.093013733362158,0.0,0,1,1,1,5,5,4,4,3,4,5,1
31581,25.0,5.3490580082512205,0.0,0,1,1,1,3,4,5,3,2,3,3,0
31582,22.0,3.3703944725071104,0.0,0,1,4,3,2,2,5,4,1,3,2,1
31583,40.0,4.01349597435878,0.0,1,1,3,3,4,4,4,4,3,4,4,1
31584,27.0,2.5209170873110334,0.0,1,0,2,2,1,3,2,4,3,4,1,0
31585,33.0,5.286295391320711,0.0,0,1,2,2,5,5,3,5,5,4,5,1
31586,51.0,5.369893565037259,0.6931471805599453,1,1,5,5,2,2,2,2,1,2,2,0
31587,59.0,1.7950872593207297,0.0,0,1,4,4,4,3,2,3,2,4,4,0
31588,57.0,4.87336358185601,0.0,1,1,1,1,4,2,2,2,3,2,3,0
31589,34.0,3.6122683517420957,0.0,0,0,1,3,4,4,5,3,1,2,4,0
31590,48.0,4.311872374750675,0.0,1,1,5,5,3,3,3,3,3,3,2,0
31591,24.0,4.04602928527588,0.0,0,0,0,5,5,5,3,4,4,4,5,1
31592,53.0,2.7523860149222616,0.0,1,1,4,4,1,5,5,5,4,5,5,1
31593,51.0,4.677955855713739,0.0,1,1,4,4,5,4,4,4,4,4,4,1
31594,28.0,3.8501476017100584,0.0,0,0,4,5,4,5,2,5,4,5,4,1
31595,24.0,5.943140524277792,0.0,1,1,1,1,2,4,2,4,3,4,2,1
31596,42.0,3.6230067099632284,0.0,0,1,4,3,5,1,1,3,2,1,5,0
31597,31.667574931880107,4.494462064003669,0.0,0,0,3,4,3,1,3,4,1,4,3,0
31598,44.0,5.933199638976006,0.0,0,1,1,1,3,4,4,4,4,4,4,1
31599,35.0,4.705196500055216,0.0,0,1,4,4,2,4,2,4,3,4,2,0
31600,53.0,5.767445612757818,0.6931471805599453,1,1,3,3,1,5,5,5,2,5,1,1
31601,24.0,4.066630723654585,0.0,1,0,0,5,2,4,3,5,4,4,2,1
31602,41.0,4.173771695853422,0.0,1,0,5,5,2,3,2,5,3,4,2,1
31603,34.0,4.682408966328894,1.3862943611198906,0,1,2,2,4,1,4,5,3,4,3,1
31604,68.0,4.703475874772215,0.0,0,1,4,3,4,3,2,5,4,4,4,0
31605,28.0,4.457018144964233,1.0986122886681098,1,0,3,1,3,4,5,3,2,2,2,0
31606,21.0,4.598346960639966,0.6931471805599453,1,0,3,3,3,4,3,3,2,4,3,0
31607,33.0,5.231108616854587,0.0,0,1,1,1,5,3,5,5,5,5,5,1
31608,35.0,3.9583339082913964,0.0,0,1,5,5,2,3,3,4,5,4,2,0
31609,50.0,4.089332020398556,0.0,0,1,3,3,4,1,2,1,5,1,4,1
31610,27.0,4.39247189253542,0.0,0,0,0,2,2,5,2,5,3,4,2,1
31611,43.92341907824223,4.609162207257629,0.0,1,1,3,3,4,2,3,3,4,3,4,0
31612,56.0,4.619270310366873,0.0,0,1,5,4,3,1,3,1,4,1,4,0
31613,20.0,3.498021566297695,0.0,1,1,4,3,5,3,5,5,5,5,5,1
31614,34.0,5.604035801485916,0.0,1,1,5,5,1,4,5,4,5,4,3,1
31615,47.0,5.404477562376427,0.0,0,1,2,4,5,5,5,5,3,5,3,1
31616,38.0,5.331316844811145,0.0,1,1,2,2,5,3,3,2,3,3,1,0
31617,40.0,2.9652730660692823,0.0,1,1,5,2,2,5,2,4,3,5,2,0
31618,38.0,5.399790335478671,0.0,0,1,5,5,5,3,3,3,2,3,3,0
31619,41.0,4.563097409566184,0.0,0,1,4,4,1,5,4,4,5,5,1,0
31620,23.0,4.597238815661811,0.0,0,0,1,3,1,5,4,4,4,4,1,1
31621,62.0,4.979007018638079,0.0,1,1,2,2,5,2,2,2,3,2,1,0
31622,65.0,4.165734558308774,0.0,1,1,4,4,5,2,4,2,3,2,3,0
31623,64.0,4.504686647409769,0.0,1,1,4,4,5,3,3,3,3,3,5,0
31624,55.0,5.240953049158466,0.0,0,1,4,1,4,3,3,3,1,3,4,0
31625,25.0,4.728183961883236,0.0,0,0,2,3,4,2,3,4,1,3,4,0
31626,51.0,5.833201255407098,0.0,0,1,3,3,5,5,5,5,5,5,5,1
31627,40.0,5.2317501222759235,0.0,0,1,4,4,2,4,1,1,3,4,3,1
31628,55.0,3.833628938000134,0.0,1,1,2,2,2,4,3,4,2,4,3,0
31629,35.0,5.8822912163444565,0.0,1,1,2,2,2,5,5,5,4,5,5,1
31630,49.0,4.662495252607361,0.0,1,1,4,1,3,2,3,2,2,2,5,0
31631,20.0,3.6346872250305093,0.0,1,0,0,4,1,3,3,5,3,4,1,1
31632,41.0,4.778030458992533,0.0,1,1,2,2,4,3,2,1,2,1,4,1
31633,43.9097214811653,3.7683835552265355,0.0,0,1,4,5,3,4,2,5,3,5,3,0
31634,46.0,4.64688777933996,0.0,1,1,4,4,3,3,2,3,5,3,3,1
31635,32.0,4.698569450246641,0.0,0,1,4,4,2,3,4,5,5,4,2,0
31636,49.0,4.119037174812473,0.0,0,1,4,3,3,3,2,4,3,4,3,0
31637,35.0,4.400357591358605,0.0,0,1,2,3,5,2,4,3,2,4,5,0
31638,33.0,4.035832291154432,0.0,1,0,0,1,2,4,2,5,1,1,2,0
31639,43.9097214811653,4.068513802187579,0.0,0,1,5,3,5,5,5,4,3,5,5,1
31640,21.0,3.367295829986474,0.0,0,1,2,2,4,4,2,5,4,4,4,1
31641,57.0,3.0726933146901194,0.6931471805599453,0,1,2,2,5,3,4,4,5,3,3,1
31642,23.0,3.1692653243148663,0.0,0,0,0,1,1,3,3,5,5,5,1,0
31643,33.0,4.58118482323758,0.0,1,1,1,1,2,3,2,3,2,3,2,0
31644,60.0,2.4069451083182885,0.0,0,1,3,4,2,3,5,1,2,2,2,0
31645,26.0,4.890198740974308,0.0,0,0,1,2,1,1,2,3,3,2,1,0
31646,59.0,5.267136249064462,0.0,0,1,1,1,5,4,4,4,3,4,3,1
31647,27.0,5.5425176603878565,0.0,1,0,2,3,2,4,2,1,1,5,1,0
31648,18.0,4.484131857611035,0.0,0,1,4,5,2,2,1,3,1,4,2,0
31649,68.0,2.4714836294558595,0.0,1,1,4,3,1,4,3,4,3,4,2,0
31650,23.0,3.60576954739093,0.0,1,1,0,3,5,1,2,2,2,4,5,0
31651,26.0,4.274998061915358,0.0,0,0,0,3,3,5,2,5,3,5,3,0
